domain,name,country
dana.edu,Dana College,United States
dwc.edu,Daniel Webster College,United States
dacc.edu,Danville Area Community College,United States
dcc.vccs.edu,Danville Community College,United States
dartmouth.edu,Dartmouth College,United States
darton.edu,Darton State College,United States
davenport.edu,Davenport University,United States
davidson.edu,Davidson College,United States
davidsonccc.edu,Davidson County Community College,United States
dne.wvnet.edu,Davis & Elkins College,United States
daviscollege.edu,Davis College,United States
dawson.edu,Dawson Community College,United States
daytonastate.edu,Daytona State College,United States
deanza.edu,De Anza College,United States
depaul.edu,DePaul University,United States
depauw.edu,DePauw University,United States
devry.edu,DeVry Institute of Technology,United States
dliflc.edu,Defense Language Institute Foreign Language Center,United States
defiance.edu,Defiance College,United States
delmar.edu,Del Mar College,United States
dcad.edu,Delaware College of Art and Design,United States
dccc.edu,Delaware County Community College,United States
dsc.edu,Delaware State University,United States
dtcc.edu,Delaware Technical Community College-​Owens,United States
dtcc.edu,Delaware Technical Community College-​Stanton/​Wilmington,United States
dtcc.edu,Delaware Technical Community College-​Terry,United States
dcc.edu,Delgado Community College,United States
delta.edu,Delta College,United States
deltastate.edu,Delta State University,United States
denison.edu,Denison University,United States
denmarktech.edu,Denmark Technical College,United States
denvercollegeofnursing.edu,Denver College of Nursing,United States
dmacc.edu,Des Moines Area Community College,United States
dmu.edu,Des Moines University,United States
dvc.edu,Diablo Valley College,United States
dickinson.edu,Dickinson College,United States
dickinsonstate.edu,Dickinson State University,United States
digipen.edu,DigiPen Institute of Technology,United States
dillard.edu,Dillard University,United States
dc3.edu,Dodge City Community College,United States
dominican.edu,Dominican College,United States
dordt.edu,Dordt College,United States
dowling.edu,Dowling College,United States
drake.edu,Drake University,United States
drew.edu,Drew University,United States
drexel.edu,Drexel University,United States
drury.edu,Drury College,United States
duke.edu,Duke University,United States
duq.edu,Duquesne University,United States
durhamtech.edu,Durham Technical Community College,United States
sunydutchess.edu,Dutchess Community College,United States
dscc.edu,Dyersburg State Community College,United States
ecpi.edu,ECPI University,United States
earlham.edu,Earlham College,United States
www.eacc.edu,East Arkansas Community College,United States
ecu.edu,East Carolina University,United States
eastcentral.edu,East Central College,United States
eccc.edu,East Central Community College,United States
ecok.edu,East Central University,United States
elac.edu,East Los Angeles College,United States
eastms.edu,East Mississippi Community College,United States
esu.edu,East Stroudsburg State University of Pennsylvania,United States
etsu.edu,East Tennessee State University,United States
etbu.edu,East Texas Baptist University,United States
eac.edu,Eastern Arizona College,United States
easternct.edu,Eastern Connecticut State University,United States
easternflorida.edu,Eastern Florida State College,United States
egcc.edu,Eastern Gateway Community College,United States
eitc.edu,Eastern Idaho Technical College,United States
eiu.edu,Eastern Illinois University,United States
eicc.edu,Eastern Iowa Community College District,United States
eku.edu,Eastern Kentucky University,United States
emcc.edu,Eastern Maine Community College,United States
emu.edu,Eastern Mennonite University,United States
emich.edu,Eastern Michigan University,United States
enmu.edu,Eastern New Mexico University,United States
roswell.enmu.edu,Eastern New Mexico University-​Roswell Campus,United States
eosc.edu,Eastern Oklahoma State College,United States
eou.edu,Eastern Oregon State College,United States
es.vccs.edu,Eastern Shore Community College,United States
ewu.edu,Eastern Washington University,United States
eastern.wvnet.edu,Eastern West Virginia Community and Technical College,United States
ewc.wy.edu,Eastern Wyoming College,United States
eastfieldcollege.edu,Eastfield College,United States
edgecombe.edu,Edgecombe Community College,United States
edgewood.edu,Edgewood College,United States
edinboro.edu,Edinboro University of Pennsylvania,United States
edisonohio.edu,Edison State Community College,United States
edcc.edu,Edmonds Community College,United States
ewc.edu,Edward Waters University,United States
einsteinmed.edu,Einsteinmed,United States
compton.edu,El Camino College-​Compton Center,United States
elcamino.edu,El Camino Community College District,United States
elcentrocollege.edu,El Centro College,United States
epcc.edu,El Paso Community College,United States
elgin.edu,Elgin Community College,United States
ecsu.edu,Elizabeth City State University,United States
etown.edu,Elizabethtown College,United States
elizabethtown.kctcs.edu,Elizabethtown Community and Technical College,United States
elmhurst.edu,Elmhurst College,United States
elon.edu,Elon College,United States
erau.edu,Embry-Riddle Aeronautical University,United States
emerson.edu,Emerson College,United States
emmanuel.edu,Emmanuel College,United States
ehc.edu,Emory & Henry College,United States
emory.edu,Emory University,United States
emporia.edu,Emporia State University,United States
endicott.edu,Endicott College,United States
escc.edu,Enterprise State Community College,United States
ecc.edu,Erie Community College,United States
essex.edu,Essex County College,United States
emc.maricopa.edu,Estrella Mountain Community College,United States
everest.edu,Everest College,United States
everettcc.edu,Everett Community College,United States
evergreen.edu,Evergreen State College,United States
evc.edu,Evergreen Valley College,United States
fdu.edu,Fairleigh Dickinson University,United States
fairmontstate.edu,Fairmont State College,United States
uncfsu.edu,Fayetteville State University,United States
faytechcc.edu,Fayetteville Technical Community College,United States
frc.edu,Feather River Community College District,United States
ferris.edu,Ferris State University,United States
fielding.edu,Fielding Institute,United States
flcc.edu,Finger Lakes Community College,United States
fisk.edu,Fisk University,United States
fsc.edu,Fitchburg State College,United States
fvcc.edu,Flathead Valley Community College,United States
fhtc.edu,Flint Hills Technical College,United States
www.fdtc.edu,Florence-​Darlington Technical College,United States
famu.edu,Florida Agricultural and Mechanical University,United States
fau.edu,Florida Atlantic University,United States
fgcu.edu,Florida Gulf Coast University,United States
fit.edu,Florida Institute of Technology,United States
fiu.edu,Florida International University,United States
fkcc.edu,Florida Keys Community College,United States
fmuniv.edu,Florida Memorial University,United States
floridapoly.edu,Florida Polytechnic University,United States
fsw.edu,Florida SouthWestern State College,United States
fscj.edu,Florida State College at Jacksonville,United States
fsu.edu,Florida State University,United States
flc.losrios.edu,Folsom Lake College,United States
fdltcc.edu,Fond du Lac Tribal and Community College,United States
fontbonne.edu,Fontbonne College,United States
foothill.edu,Foothill College,United States
fordham.edu,Fordham University,United States
forsythtech.edu,Forsyth Technical Community College,United States
fhsu.edu,Fort Hays State University,United States
fortlewis.edu,Fort Lewis College,United States
fpcc.edu,Fort Peck Community College,United States
fortscott.edu,Fort Scott Community College,United States
fvsu.edu,Fort Valley State University,United States
fountainheadcollege.edu,Fountainhead College of Technology,United States
foxcollege.edu,Fox College,United States
fvtc.edu,Fox Valley Technical College,United States
fpctx.edu,Frank Phillips College,United States
fplc.edu,Franklin Pierce Law Center,United States
franklin.edu,Franklin University,United States
fandm.edu,Franklin and Marshall College,United States
frederick.edu,Frederick Community College,United States
fresnocitycollege.edu,Fresno City College,United States
fresno.edu,Fresno Pacific University,United States
friends.edu,Friends University,United States
frontrange.edu,Front Range Community College,United States
frostburg.edu,Frostburg State University,United States
fullsail.edu,Full Sail University,United States
fuller.edu,Fuller Theological Seminary,United States
fullcoll.edu,Fullerton College,United States
fmcc.edu,Fulton-​Montgomery Community College,United States
furman.edu,Furman University,United States
gmi.edu,GMI Engineering and Management Institute,United States
gadsdenstate.edu,Gadsden State Community College,United States
galencollege.edu,Galen College of Nursing-​Louisville,United States
gallaudet.edu,Gallaudet University,United States
gc.edu,Galveston College,United States
gannon.edu,Gannon University,United States
gcccks.edu,Garden City Community College,United States
garrettcollege.edu,Garrett College,United States
gadsenstate.edu,Gasden State Community College,United States
gaston.edu,Gaston College,United States
gatewaycc.edu,GateWay Community College,United States
gwcc.commnet.edu,Gateway Community College,United States
gateway.kctcs.edu,Gateway Community and Technical College,United States
gtc.edu,Gateway Technical College,United States
gavilan.edu,Gavilan College,United States
genesee.edu,Genesee Community College,United States
geneva.edu,Geneva College,United States
wallace.edu,George C Wallace State Community College-​Dothan,United States
wallacestate.edu,George C Wallace State Community College-​Hanceville,United States
wccs.edu,George C Wallace State Community College-​Selma,United States
gfc.edu,George Fox College,United States
gmu.edu,George Mason University,United States
gwu.edu,George Washington University,United States
georgetown.edu,Georgetown University,United States
gcsu.edu,Georgia College,United States
ggc.edu,Georgia Gwinnett College,United States
highlands.edu,Georgia Highlands College,United States
gatech.edu,Georgia Institute of Technology,United States
gmc.cc.ga.us,Georgia Military College,United States
gntc.edu,Georgia Northwestern Technical College,United States
gpc.edu,Georgia Perimeter College,United States
gptc.edu,Georgia Piedmont Technical College,United States
georgiasouthern.edu,Georgia Southern University,United States
gsw.edu,Georgia Southwestern State University,United States
gsu.edu,Georgia State University,United States
georgian.edu,Georgian Court University,United States
germanna.edu,Germanna Community College,United States
gettysburg.edu,Gettysburg College,United States
glenoaks.cc.mi.us,Glen Oaks Community College,United States
gccaz.edu,Glendale Community College,United States
glendale.edu,Glendale Community College,United States
msbcollege.edu,Globe University & Minnesota School of Business,United States
gccnj.edu,Gloucester County College,United States
gogebic.edu,Gogebic Community College,United States
ggu.edu,Golden Gate University,United States
goldenwestcollege.edu,Golden West College,United States
gbc.edu,Goldey-Beacom College,United States
gonzaga.edu,Gonzaga University,United States
goshen.edu,Goshen College,United States
goucher.edu,Goucher College,United States
govst.edu,Governors State University,United States
grace.edu,Grace College,United States
graceland.edu,Graceland College,United States
gram.edu,Grambling State University,United States
gcu.edu,Grand Canyon University,United States
grcc.edu,Grand Rapids Community College,United States
gvsu.edu,Grand Valley State University,United States
ghc.edu,Grays Harbor College,United States
grayson.edu,Grayson College,United States
gbcnv.edu,Great Basin College,United States
greatbay.edu,Great Bay Community College,United States
gfcmsu.edu,Great Falls College Montana State University,United States
greenriver.edu,Green River Community College,United States
gcc.mass.edu,Greenfield Community College,United States
greenleaf.edu,Greenleaf University,United States
gvltec.edu,Greenville Technical College,United States
grinnell.edu,Grinnell College,United States
grossmont.edu,Grossmont College,United States
guilford.edu,Guilford College,United States
gtcc.edu,Guilford Technical Community College,United States
gulfcoast.edu,Gulf Coast State College,United States
gac.edu,Gustavus Adolphus College,United States
gwinnetttech.edu,Gwinnett Technical College,United States
trenholmstate.edu,H Councill Trenholm State Technical College,United States
trenholmstate.edu,H. Councill Trenholm State Community College,United States
hagerstowncc.edu,Hagerstown Community College,United States
halifaxcc.edu,Halifax Community College,United States
hallmarkuniversity.edu,Hallmark University,United States
hamilton.edu,Hamilton College,United States
hamline.edu,Hamline University,United States
hsc.edu,Hampden-Sydney College,United States
hampshire.edu,Hampshire College,United States
hamptonu.edu,Hampton University,United States
hanover.edu,Hanover College,United States
harcum.edu,Harcum College,United States
harding.edu,Harding University,United States
harford.edu,Harford Community College,United States
harpercollege.edu,Harper College,United States
hssu.edu,Harris-Stowe State University,United States
hacc.edu,Harrisburg Area Community College-​Harrisburg,United States
hartnell.edu,Hartnell College,United States
hartwick.edu,Hartwick College,United States
harvard.edu,Harvard University,United States
hmc.edu,Harvey Mudd College,United States
haskell.edu,Haskell Indian Nations University,United States
hastings.edu,Hastings College,United States
haverford.edu,Haverford College in Pennsylvania,United States
hawaii.hawaii.edu,Hawaii Community College,United States
hpu.edu,Hawaii Pacific University,United States
hawkeyecollege.edu,Hawkeye Community College,United States
haywood.edu,Haywood Community College,United States
hazard.kctcs.edu,Hazard Community and Technical College,United States
heartland.edu,Heartland Community College,United States
heidelberg.edu,Heidelberg College,United States
umhelena.edu,Helena College University of Montana,United States
hencc.kctcs.edu,Henderson Community College,United States
hendrix.edu,Hendrix College,United States
hennepintech.edu,Hennepin Technical College,United States
hfcc.edu,Henry Ford College,United States
herkimer.edu,Herkimer County Community College,United States
hesston.edu,Hesston College,United States
hibbing.edu,Hibbing Community College,United States
highpoint.edu,High Point University,United States
highland.edu,Highland Community College,United States
highlandcc.edu,Highland Community College,United States
highline.edu,Highline Community College,United States
hillcollege.edu,Hill College,United States
hccfl.edu,Hillsborough Community College,United States
hillsdale.edu,Hillsdale College,United States
hindscc.edu,Hinds Community College,United States
hiram.edu,Hiram College,United States
hws.edu,Hobart and William Smith Colleges,United States
hocking.edu,Hocking College,United States
hofstra.edu,Hofstra University,United States
hollins.edu,Hollins College,United States
holmescc.edu,Holmes Community College,United States
hcc.edu,Holyoke Community College,United States
honolulu.hawaii.edu,Honolulu Community College,United States
hood.edu,Hood College,United States
hoodseminary.edu,Hood Theological,United States
hope.edu,Hope College,United States
hopkinsville.kctcs.edu,Hopkinsville Community College,United States
hgtc.edu,Horry-​Georgetown Technical College,United States
hcc.commnet.edu,Housatonic Community College,United States
hbu.edu,Houston Baptist University,United States
hccs.edu,Houston Community College,United States
howardcollege.edu,Howard College,United States
howardcc.edu,Howard Community College,United States
howard.edu,Howard University,United States
hccc.edu,Hudson County Community College,United States
hvcc.edu,Hudson Valley Community College,United States
humboldt.edu,Humboldt State University,United States
hunter.cuny.edu,Hunter College,United States
huntingdon.edu,Huntingdon College,United States
huntingtonjuniorcollege.edu,Huntington Junior College,United States
huntington.edu,Huntington University,United States
htu.edu,Huston-Tillotson University,United States
hutchcc.edu,Hutchinson Community College,United States
ici.edu,ICI University,United States
itt-tech.info,ITT Technical Institute,United States
itt-tech.edu,ITT Technical Institute,United States
mssm.edu,Icahn School of Medicine at Mount Sinai,United States
isu.edu,Idaho State University,United States
ilisagvik.edu,Ilisagvik College,United States
ibc.edu,Illinois Benedictine College,United States
icc.edu,Illinois Central College,United States
iecc.edu,Illinois Eastern Community Colleges,United States
iit.edu,Illinois Institute of Technology,United States
illinoisstate.edu,Illinois State University,United States
ilstu.edu,Illinois State University,United States
ivcc.edu,Illinois Valley Community College,United States
iwu.edu,Illinois Wesleyan University,United States
imperial.edu,Imperial Valley College,United States
indycc.edu,Independence Community College,United States
indianhills.edu,Indian Hills Community College,United States
irsc.edu,Indian River State College,United States
indianatech.edu,Indiana Institute of Technology,United States
indianatech.net,Indiana Institute of Technology,United States
indstate.edu,Indiana State University,United States
iu.edu,Indiana University,United States
ius.edu,Indiana University Southeast,United States
indiana.edu,Indiana University at Bloomington,United States
iub.edu,Indiana University at Bloomington,United States
iusb.edu,Indiana University at South Bend,United States
iup.edu,Indiana University of Pennsylvania,United States
iupuc.edu,Indiana University/Purdue University at Columbus,United States
ipfw.edu,Indiana University/Purdue University at Fort Wayne,United States
iupui.edu,Indiana University/Purdue University at Indianapolis,United States
indwes.edu,"Indiana Wesleyan University, Marion",United States
iwp.edu,Institute for World Politics,United States
itc.edu,Interdenominational Theological Center,United States
itu.edu,International Technological University,United States
inverhills.edu,Inver Hills Community College,United States
iona.edu,Iona College,United States
iowacentral.edu,Iowa Central Community College,United States
iowalakes.edu,Iowa Lakes Community College,United States
iastate.edu,Iowa State University,United States
iwcc.edu,Iowa Western Community College,United States
ivc.edu,Irvine Valley College,United States
isothermal.edu,Isothermal Community College,United States
itascacc.edu,Itasca Community College,United States
iccms.edu,Itawamba Community College,United States
ithaca.edu,Ithaca College,United States
ivytech.edu,Ivy Tech Community College,United States
drakestate.edu,J F Drake State Community and Technical College,United States
reynolds.edu,J Sargeant Reynolds Community College,United States
drakestate.edu,J. F. Drake State Technical College,United States
jccmi.edu,Jackson College,United States
jscc.edu,Jackson State Community College,United States
jsums.edu,Jackson State University,United States
jacksonville-college.edu,Jacksonville College-​Main Campus,United States
jsu.edu,Jacksonville State University,United States
ju.edu,Jacksonville University,United States
rhodesstate.edu,James A Rhodes State College,United States
faulknerstate.edu,James H Faulkner State Community College,United States
jmu.edu,James Madison University,United States
jamessprunt.edu,James Sprunt Community College,United States
sunyjcc.edu,Jamestown Community College,United States
jarvis.edu,Jarvis Christian College,United States
jeffco.edu,Jefferson College,United States
sunyjefferson.edu,Jefferson Community College,United States
jefferson.kctcs.edu,Jefferson Community and Technical College,United States
jdcc.edu,Jefferson Davis Community College,United States
jeffstateonline.com,Jefferson State Community College,United States
guptoncollege.edu,John A Gupton College,United States
jalc.edu,John A Logan College,United States
jbu.edu,John Brown University,United States
jfku.edu,John F. Kennedy University,United States
jtcc.edu,John Tyler Community College,United States
jwcc.edu,John Wood Community College,United States
jh.edu,Johns Hopkins University,United States
jhu.edu,Johns Hopkins University,United States
johnshopkins.edu,Johns Hopkins University,United States
jhuapl.edu,Johns Hopkins University Applied Physics Laboratory,United States
jwu.edu,Johnson & Wales University,United States
jbc.edu,Johnson Bible College,United States
smithseminary.org,Johnson C Smith Theological Seminary *,United States
jcsu.edu,Johnson C. Smith University,United States
jccc.edu,Johnson County Community College,United States
johnstoncc.edu,Johnston Community College,United States
jjc.edu,Joliet Junior College,United States
jones.edu,Jones College,United States
jcjc.edu,Jones County Junior College,United States
judson.edu,Judson College,United States
juniata.edu,Juniata College,United States
kzoo.edu,Kalamazoo College,United States
kvcc.edu,Kalamazoo Valley Community College,United States
kvctc.edu,Kanawha Valley Community and Technical College,United States
kcc.edu,Kankakee Community College,United States
kckcc.edu,Kansas City Kansas Community College,United States
ksu.edu,Kansas State University,United States
kwu.edu,Kansas Wesleyan University,United States
kapiolani.hawaii.edu,Kapiolani Community College,United States
kaplan.edu,Kaplan University,United States
kaskaskia.edu,Kaskaskia College,United States
kauai.hawaii.edu,Kauai Community College,United States
kean.edu,Kean College,United States
keene.edu,Keene State College,United States
keiseruniversity.edu,Keiser University,United States
keller.edu,Keller Graduate School of Management,United States
kellogg.edu,Kellogg Community College,United States
kpc.alaska.edu,Kenai Peninsula College,United States
kvcc.me.edu,Kennebec Valley Community College,United States
kennesaw.edu,Kennesaw State University,United States
kent.edu,Kent State University,United States
kctcs.edu,Kentucky Community & Technical College System,United States
kysu.edu,Kentucky State University,United States
kenyon.edu,Kenyon College,United States
kettering.edu,Kettering University,United States
kbocc.org,Keweenaw Bay Ojibwa Community College,United States
kilgore.edu,Kilgore College,United States
kilian.edu,Kilian Community College,United States
king.edu,King University,United States
kings.edu,King's College,United States
kirkwood.edu,Kirkwood Community College,United States
kirtland.edu,Kirtland Community College,United States
kishwaukeecollege.edu,Kishwaukee College,United States
klamathcc.edu,Klamath Community College,United States
knox.edu,Knox College,United States
knoxvillecollege.edu,Knoxville College,United States
koc.alaska.edu,Kodiak College,United States
kutztown.edu,Kutztown University of Pennsylvania,United States
fletcher.edu,L E Fletcher Technical Community College,United States
lasierra.edu,La Sierra University,United States
lagrange.edu,LaGrange College,United States
lasalle.edu,LaSalle University,United States
labette.edu,Labette Community College,United States
lco.edu,Lac Courte Oreilles Ojibwa Community College,United States
lackawanna.edu,Lackawanna College,United States
lafayette.edu,Lafayette College,United States
lakeareatech.edu,Lake Area Technical Institute,United States
lecom.edu,Lake Erie College of Osteopathic Medicine,United States
lfc.edu,Lake Forest College,United States
lakeland.cc.il.us,Lake Land College,United States
lakemichigancollege.edu,Lake Michigan College,United States
lrsc.edu,Lake Region State College,United States
lsc.edu,Lake Superior College,United States
lssu.edu,Lake Superior State University,United States
ltcc.edu,Lake Tahoe Community College,United States
lakelandcc.edu,Lakeland Community College,United States
lrcc.edu,Lakes Region Community College,United States
gotoltc.edu,Lakeshore Technical College,United States
lamarcc.edu,Lamar Community College,United States
lit.edu,Lamar Institute of Technology,United States
lsco.edu,Lamar State College-​Orange,United States
lamarpa.edu,Lamar State College-​Port Arthur,United States
lamar.edu,Lamar University,United States
lander.edu,Lander University,United States
lanecollege.edu,Lane College,United States
lanecc.edu,Lane Community College,United States
laney.edu,Laney College,United States
langston.edu,Langston University,United States
laniertech.edu,Lanier Technical College,United States
lcc.edu,Lansing Community College,United States
lccc.wy.edu,Laramie County Community College,United States
laredo.edu,Laredo Community College,United States
laspositascollege.edu,Las Positas College,United States
lasell.edu,Lasell College,United States
lassencollege.edu,Lassen Community College,United States
ldsbc.edu,Latter-day Saints Business College,United States
lauruscollege.edu,Laurus College,United States
ltu.edu,Lawrence Technological University,United States
lawrence.edu,Lawrence University,United States
lawsonstate.edu,Lawson State Community College,United States
chefs.edu,Le Cordon Bleu College of Culinary Arts-​Chicago,United States
lemoyne.edu,Le Moyne College,United States
loc.edu,LeMoyne-Owen College,United States
letu.edu,LeTourneau University,United States
lvc.edu,Lebanon Valley College,United States
lee.edu,Lee College,United States
lltc.edu,Leech Lake Tribal College,United States
leeward.hawaii.edu,Leeward Community College,United States
lccc.edu,Lehigh Carbon Community College,United States
lehigh.edu,Lehigh University,United States
lenoircc.edu,Lenoir Community College,United States
lrc.edu,Lenoir-Rhyne College,United States
lr.edu,Lenoir-Rhyne University,United States
lesley.edu,Lesley University,United States
lclark.edu,Lewis & Clark College,United States
lewisu.edu,Lewis University,United States
lc.edu,Lewis and Clark Community College,United States
lcsc.edu,Lewis-Clark State College,United States
liberty.edu,Liberty University,United States
llcc.edu,Lincoln Land Community College,United States
lincoln.edu,Lincoln University,United States
lindenwood.edu,Lindenwood University,United States
linfield.edu,Linfield College,United States
linnstate.edu,Linn State Technical College,United States
linnbenton.edu,Linn-​Benton Community College,United States
lipscomb.edu,Lipscomb University,United States
lbhc.edu,Little Big Horn College,United States
littlepriest.edu,Little Priest Tribal College,United States
livingstone.edu,Livingstone College,United States
lhup.edu,Lock Haven University,United States
lockhaven.edu,Lock Haven University,United States
llu.edu,Loma Linda University,United States
lonestar.edu,Lone Star College System,United States
lbcc.edu,Long Beach City College,United States
liunet.edu,Long Island University,United States
longwood.edu,Longwood University,United States
lorainccc.edu,Lorain County Community College,United States
loras.edu,Loras College,United States
lfcc.edu,Lord Fairfax Community College,United States
lacitycollege.edu,Los Angeles City College,United States
laccd.edu,Los Angeles Community College District,United States
ladhs.org,Los Angeles County College of Nursing and Allied Health,United States
lahc.edu,Los Angeles Harbor College,United States
lamission.edu,Los Angeles Mission College,United States
piercecollege.edu,Los Angeles Pierce College,United States
lasc.edu,Los Angeles Southwest College,United States
lattc.edu,Los Angeles Trade Technical College,United States
lavc.edu,Los Angeles Valley College,United States
losmedanos.edu,Los Medanos College,United States
losrios.edu,Los Rios Community College District,United States
louisburg.edu,Louisburg College,United States
lacollege.edu,Louisiana College,United States
ladelta.edu,Louisiana Delta Community College,United States
lsu.edu,Louisiana State University,United States
lsua.edu,Louisiana State University at Alexandria,United States
lsue.edu,Louisiana State University-​Eunice,United States
latech.edu,Louisiana Tech University,United States
lowercolumbia.edu,Lower Columbia College,United States
loyola.edu,Loyola College,United States
lmu.edu,Loyola Marymount University,United States
luc.edu,Loyola University Chicago,United States
luna.edu,Luna Community College,United States
lbwcc.edu,Lurleen B Wallace Community College,United States
luther.edu,Luther College,United States
luthersem.edu,Luther Seminary,United States
luzerne.edu,Luzerne County Community College,United States
lycoming.edu,Lycoming College,United States
lynchburg.edu,Lynchburg College,United States
lyndonstate.edu,Lyndon State College,United States
lynn.edu,Lynn University,United States
lyon.edu,Lyon College,United States
sacramento.mticollege.edu,MTI College,United States
maccormac.edu,MacCormac College,United States
macalester.edu,Macalester College,United States
macomb.edu,Macomb Community College,United States
madisoncollege.edu,Madison Area Technical College,United States
madisonville.kctcs.edu,Madisonville Community College,United States
mum.edu,Maharishi University of Management,United States
malone.edu,Malone College,United States
mcc.commnet.edu,Manchester Community College,United States
mccnh.edu,Manchester Community College,United States
manhattantech.edu,Manhattan Area Technical College,United States
manhattan.edu,Manhattan College,United States
manor.edu,Manor College,United States
mansfield.edu,Mansfield University of Pennsylvania,United States
maricopa.edu,Maricopa County Community College District,United States
marietta.edu,Marietta College,United States
mbl.edu,Marine Biological Laboratory,United States
marionmilitary.edu,Marion Military Institute,United States
mtc.edu,Marion Technical College,United States
marist.edu,Marist College,United States
marlboro.edu,Marlboro College,United States
marquette.edu,Marquette University,United States
marshall.edu,Marshall University,United States
iavalley.edu,Marshalltown Community College,United States
martincc.edu,Martin Community College,United States
mbc.edu,Mary Baldwin College,United States
mwc.edu,Mary Washington College,United States
mmm.edu,Marymount Manhattan College,United States
marymount.edu,Marymount University,United States
maryvillecollege.edu,Maryville College,United States
maryville.edu,Maryville University,United States
marywood.edu,Marywood University,United States
massbay.edu,Massachusetts Bay Community College,United States
mit.edu,Massachusetts Institute of Technology,United States
massasoit.mass.edu,Massasoit Community College,United States
massasoit.edu,Massasoit Community College,United States
matsu.alaska.edu,Mat-Su College,United States
mayland.edu,Mayland Community College,United States
mayo.edu,Mayo Clinic,United States
maysville.kctcs.edu,Maysville Community and Technical College,United States
mcdaniel.edu,McDaniel College,United States
mcdowelltech.edu,McDowell Technical Community College,United States
mchenry.edu,McHenry County College,United States
mclennan.edu,McLennan Community College,United States
mcm.edu,McMurry University,United States
mcneese.edu,McNeese State University,United States
mcpherson.edu,McPherson College,United States
mcg.edu,Medical College of Georgia,United States
mcw.edu,Medical College of Wisconsin,United States
musc.edu,Medical University of South Carolina,United States
mmc.edu,Meharry Medical College,United States
mendocino.edu,Mendocino College,United States
mccd.edu,Merced College,United States
mccc.edu,Mercer County Community College,United States
mercer.edu,Mercer University,United States
mercymavericks.edu,Mercy College,United States
mercy.edu,Mercy College,United States
mercyhurst.edu,Mercyhurst College,United States
meredith.edu,Meredith College,United States
meridiancc.edu,Meridian Community College,United States
merritt.edu,Merritt College,United States
mesacc.edu,Mesa Community College,United States
maricopa.edu,Mesa Community College,United States
mesabirange.edu,Mesabi Range Community and Technical College,United States
mesalands.edu,Mesalands Community College,United States
messiah.edu,Messiah College,United States
mcckc.edu,Metropolitan Community College (MO),United States
mccneb.edu,Metropolitan Community College (NE),United States
msudenver.edu,Metropolitan State College of Denver,United States
metrostate.edu,Metropolitan State University,United States
mdc.edu,Miami Dade College,United States
miamioh.edu,Miami University of Ohio,United States
msu.edu,Michigan State University,United States
mtu.edu,Michigan Technological University,United States
midmich.edu,Mid Michigan Community College,United States
manc.edu,Mid-America Nazarene College,United States
mpcc.edu,Mid-​Plains Community College,United States
midsouthcc.edu,Mid-​South Community College,United States
mstc.edu,Mid-​State Technical College,United States
mga.edu,Middle Georgia State College,United States
mtsu.edu,Middle Tennessee State University,United States
middlebury.edu,Middlebury College,United States
mxcc.commnet.edu,Middlesex Community College,United States
middlesex.mass.edu,Middlesex Community College,United States
middlesexcc.edu,Middlesex County College,United States
midlandstech.edu,Midlands Technical College,United States
mwsu.edu,Midwestern State University,United States
midwestern.edu,Midwestern University,United States
miles.edu,Miles College,United States
milescc.edu,Miles Community College,United States
mlaw.edu,Miles School of Law,United States
millersville.edu,Millersville University of Pennsylvania,United States
milligan.edu,Milligan College,United States
millikin.edu,Millikin University,United States
millsaps.edu,Millsaps College,United States
matc.edu,Milwaukee Area Technical College,United States
msoe.edu,Milwaukee School of Engineering,United States
mineralarea.edu,Mineral Area College,United States
mcad.edu,Minneapolis College of Art and Design,United States
minneapolis.edu,Minneapolis Community and Technical College,United States
southeastmn.edu,Minnesota State College-​Southeast Technical,United States
minnesota.edu,Minnesota State Community and Technical College,United States
mnstate.edu,Minnesota State University Moorhead,United States
mnsu.edu,"Minnesota State University, Mankato",United States
mnwest.edu,Minnesota West Community and Technical College,United States
minotstateu.edu,Minot State University,United States
miracosta.edu,MiraCosta College,United States
missioncollege.edu,Mission College,United States
mc.edu,Mississippi College,United States
msdelta.edu,Mississippi Delta Community College,United States
mgccc.edu,Mississippi Gulf Coast Community College,United States
msstate.edu,Mississippi State University,United States
muw.edu,Mississippi University for Women,United States
mvsu.edu,Mississippi Valley State University,United States
mssc.edu,Missouri Southern State College,United States
missouristate.edu,Missouri State University,United States
wp.missouristate.edu,Missouri State University-​West Plains,United States
mst.edu,Missouri University of Science and Technology,United States
mwsc.edu,Missouri Western State College,United States
mitchellcc.edu,Mitchell Community College,United States
mitchelltech.edu,Mitchell Technical Institute,United States
macc.edu,Moberly Area Community College,United States
mjc.edu,Modesto Junior College,United States
mohave.edu,Mohave Community College,United States
mvcc.edu,Mohawk Valley Community College,United States
molloy.edu,Molloy College,United States
monmouthcollege.edu,Monmouth College,United States
monmouth.edu,Monmouth University,United States
monroecollege.edu,Monroe College,United States
monroecc.edu,Monroe Community College,United States
monroeccc.edu,Monroe County Community College,United States
msubillings.edu,Montana State University - Billings,United States
montana.edu,Montana State University - Bozeman,United States
msun.edu,Montana State University - Northern,United States
mtech.edu,Montana Tech,United States
montcalm.edu,Montcalm Community College,United States
montclair.edu,Montclair State University,United States
mpc.edu,Monterey Peninsula College,United States
montgomerycollege.edu,Montgomery College,United States
montgomery.edu,Montgomery Community College,United States
mc3.edu,Montgomery County Community College,United States
